YEAR,WEEK,"BIRMINGHAM, AL","MOBILE, AL","MONTGOMERY, AL","PHOENIX, AZ","TUCSON, AZ","LITTLE ROCK, AR","BERKELEY, CA","FRESNO, CA","GLENDALE, CA","LONG BEACH, CA","LOS ANGELES, CA","OAKLAND, CA","PASADENA, CA","SACRAMENTO, CA","SAN DIEGO, CA","SAN FRANCISCO, CA","SAN JOSE, CA","SANTA CRUZ, CA","COLORADO SPRINGS, CO","DENVER, CO","PUEBLO, CO","BRIDGEPORT, CT","HARTFORD, CT","NEW HAVEN, CT","WATERBURY, CT","WILMINGTON, DE","WASHINGTON, DC","JACKSONVILLE, FL","MIAMI, FL","ST PETERSBURG, FL","TAMPA, FL","ATLANTA, GA","SAVANNAH, GA","HONOLULU, HI","BOISE, ID","CHICAGO, IL","PEORIA, IL","ROCKFORD, IL","EVANSVILLE, IN","FORT WAYNE, IN","GARY, IN","INDIANAPOLIS, IN","SOUTH BEND, IN","DES MOINES, IA","KANSAS CITY, KS","WICHITA, KS","LEXINGTON, KY","LOUISVILLE, KY","BATON ROUGE, LA","NEW ORLEANS, LA","SHREVEPORT, LA","BALTIMORE, MD","BOSTON, MA","CAMBRIDGE, MA","FALL RIVER, MA","LOWELL, MA","LYNN, MA","NEW BEDFORD, MA","SOMERVILLE, MA","SPRINGFIELD, MA","WORCESTER, MA","DETROIT, MI","GRAND RAPIDS, MI","DULUTH, MN","MINNEAPOLIS, MN","ST PAUL, MN","KANSAS CITY, MO","ST LOUIS, MO","LINCOLN, NE","OMAHA, NE","LAS VEGAS, NV","CAMDEN, NJ","ELIZABETH, NJ","JERSEY CITY, NJ","NEWARK, NJ","PATERSON, NJ","TRENTON, NJ","ALBUQUERQUE, NM","ALBANY, NY","BUFFALO, NY","ROCHESTER, NY","SCHENECTADY, NY","SYRACUSE, NY","UTICA, NY","YONKERS, NY","CHARLOTTE, NC","CANTON, OH","CINCINNATI, OH","CLEVELAND, OH","COLUMBUS, OH","DAYTON, OH","TOLEDO, OH","YOUNGSTOWN, OH","TULSA, OK","PORTLAND, OR","ALLENTOWN, PA","ERIE, PA","PHILADELPHIA, PA","PITTSBURGH, PA","READING, PA","SCRANTON, PA",PROVIDENCE,"CHATTANOOGA, TN","KNOXVILLE, TN","MEMPHIS, TN","NASHVILLE, TN","AUSTIN, TX","CORPUS CHRISTI, TX","DALLAS, TX","EL PASO, TX","FORT WORTH, TX","HOUSTON, TX","SAN ANTONIO, TX","OGDEN, UT","SALT LAKE CITY, UT","NORFOLK, VA","RICHMOND, VA","SEATTLE, WA","SPOKANE, WA","TACOMA, WA","MILWAUKEE, WI"
1970,26,-,4,-,-,1,4,-,3,-,5,11,-,1,1,1,3,1,6,2,5,3,1,3,3,-,2,4,1,-,2,8,2,-,-,1,21,-,3,-,3,1,2,4,-,3,5,7,5,-,3,5,2,13,6,-,1,1,1,1,3,-,17,5,3,4,-,1,3,1,-,-,3,-,3,2,2,-,2,1,2,8,1,-,1,4,-,4,1,1,-,1,1,1,4,2,1,6,2,5,-,4,2,2,-,1,3,5,1,4,1,3,4,-,3,1,1,2,3,2,-,-
1970,27,-,-,-,2,4,4,-,-,-,2,9,2,-,-,1,5,-,3,-,1,1,4,-,3,-,4,16,-,1,3,10,2,1,-,2,25,-,6,3,2,5,8,5,-,1,4,7,13,-,5,3,1,24,4,-,1,-,1,1,4,1,8,7,3,7,2,2,1,-,1,1,4,-,8,4,1,1,7,-,1,3,5,1,1,2,-,1,6,3,-,4,7,1,10,2,2,4,5,12,-,-,6,4,4,4,2,2,-,3,4,5,6,1,-,3,3,5,2,2,1,4
1970,28,-,1,1,-,1,2,-,2,-,-,6,2,2,-,3,3,-,3,2,6,-,-,3,-,-,2,7,3,3,1,2,4,1,1,3,20,-,7,4,2,5,2,-,4,3,1,9,15,-,3,8,6,7,2,-,1,-,2,1,4,2,5,6,2,2,4,-,7,-,1,1,2,-,4,3,3,3,2,1,1,8,1,-,2,5,-,-,2,1,-,2,3,1,2,2,4,4,9,16,3,-,5,8,2,3,1,-,1,6,5,2,-,3,2,-,5,3,5,1,-,-
1970,29,2,3,1,3,-,4,-,1,-,-,11,1,1,-,2,1,2,5,2,4,2,4,2,-,-,2,9,4,2,2,8,4,1,1,4,14,-,1,1,1,2,3,3,-,1,7,8,10,2,-,2,3,12,8,-,1,1,4,1,5,2,10,5,3,3,3,-,2,-,1,-,3,2,3,4,11,2,7,1,1,14,2,1,2,4,1,-,3,3,-,3,3,1,5,3,2,1,7,13,-,2,6,2,1,5,1,1,-,3,2,3,5,2,3,-,3,6,4,2,-,3
1970,30,-,-,2,2,2,3,-,1,1,1,12,1,2,2,-,2,1,2,4,6,1,2,2,-,-,1,9,-,-,5,14,4,4,1,-,14,-,2,-,2,6,5,2,-,1,5,8,10,-,3,6,1,24,5,-,4,1,1,-,4,5,3,6,4,1,2,-,9,-,-,-,6,4,6,3,2,2,6,4,3,6,4,1,1,4,-,3,5,1,-,2,1,-,4,4,3,5,8,11,3,2,6,2,2,2,-,-,-,1,3,-,10,2,3,2,6,5,1,-,-,4
1970,31,1,5,2,2,3,-,-,1,-,-,6,1,1,1,-,5,-,3,5,4,-,6,2,2,1,1,7,4,1,3,5,4,1,-,-,24,-,4,1,1,5,2,1,3,3,2,8,12,3,4,6,2,20,8,2,3,-,2,-,4,8,7,7,2,4,1,3,3,1,1,-,-,2,4,2,3,2,4,1,2,-,2,-,4,4,-,1,2,4,-,2,3,-,7,3,1,5,12,13,1,-,6,2,3,5,1,1,1,1,2,1,6,3,-,2,5,4,1,3,-,-
1970,32,-,1,-,4,-,2,1,1,1,4,10,3,1,2,1,2,-,1,6,4,1,5,-,1,-,1,3,-,3,4,9,3,5,1,1,18,-,3,1,2,2,3,1,2,-,4,11,6,-,4,3,5,19,9,-,2,1,-,-,7,7,7,1,-,2,1,2,4,3,1,-,-,1,2,5,-,3,2,1,3,6,3,-,2,2,-,4,3,2,-,2,2,1,7,-,3,2,2,10,3,1,3,5,3,1,1,3,-,1,-,5,5,2,-,-,2,5,2,3,-,3
1970,33,-,3,3,1,-,5,-,3,2,1,10,-,2,-,1,2,-,2,2,2,1,6,1,1,-,1,9,4,-,4,7,6,2,1,-,18,1,1,3,3,2,3,2,3,4,6,5,8,-,2,6,3,30,2,1,1,1,-,-,5,4,12,4,4,-,2,2,3,1,-,-,-,1,10,4,2,6,3,2,2,4,3,1,5,3,-,1,5,1,-,-,2,-,3,4,3,4,5,10,1,2,2,1,1,2,2,1,1,-,3,4,-,4,2,-,3,3,3,-,1,1
1970,34,2,2,4,2,-,1,-,1,-,1,8,2,1,1,1,4,-,2,1,3,-,5,2,3,-,2,8,1,2,6,5,2,3,1,2,21,1,1,2,4,1,2,4,4,-,2,8,15,2,4,1,5,13,4,-,1,-,2,-,4,1,14,1,5,1,2,3,5,1,1,-,3,1,6,-,2,2,2,1,3,4,3,-,5,-,-,1,1,3,-,1,2,1,8,1,3,4,7,7,2,1,5,5,4,1,2,5,-,1,3,8,1,3,2,-,5,10,1,-,1,2
1970,35,1,-,3,1,1,3,1,2,-,4,7,1,1,-,1,4,-,1,2,3,-,2,2,1,2,1,3,2,-,1,4,2,2,2,1,11,-,1,1,-,5,-,4,2,1,6,8,6,1,1,6,5,13,7,-,3,-,-,2,3,2,8,3,3,4,1,-,6,1,1,1,3,1,3,3,-,-,3,1,2,3,3,1,4,3,-,1,3,4,-,-,3,2,8,1,4,4,4,8,2,-,11,2,-,2,1,3,-,2,3,4,2,3,-,2,6,3,2,-,-,-
1970,36,-,1,3,1,-,2,-,-,-,5,6,1,-,-,1,1,-,5,7,1,-,4,-,3,-,3,7,3,-,3,8,5,2,1,3,22,-,2,2,1,1,-,3,1,2,2,11,3,2,3,3,2,21,6,-,2,1,-,-,5,4,9,3,2,3,-,-,5,2,2,-,1,1,6,2,-,1,4,1,5,1,7,2,3,3,-,-,2,5,-,1,-,-,2,-,1,3,1,11,1,-,3,1,-,2,1,-,-,5,-,3,5,1,-,-,7,8,1,2,1,-
1970,37,1,-,3,1,2,2,-,2,1,2,15,3,-,2,2,5,-,4,1,6,-,3,-,-,-,2,7,-,5,2,5,4,2,2,2,15,4,-,4,-,2,2,5,1,2,3,10,12,4,2,3,2,15,6,1,1,1,-,-,4,2,9,5,3,3,2,2,5,1,2,-,4,3,1,4,1,3,3,2,2,1,1,-,2,1,-,2,2,-,2,2,3,1,7,3,3,7,5,10,-,2,4,4,4,4,2,2,-,1,1,6,5,1,3,-,7,7,1,1,-,1
1970,38,2,-,6,-,1,2,1,1,-,4,13,1,-,3,1,5,-,3,3,5,4,7,-,-,-,1,11,-,2,1,4,8,5,-,4,17,1,2,4,2,3,2,3,1,-,1,4,8,2,2,9,1,13,8,-,1,-,1,3,6,4,5,4,4,3,3,3,6,-,1,-,-,-,5,4,1,1,9,2,3,17,3,3,1,1,-,2,5,9,3,5,4,1,5,3,2,4,3,9,1,-,5,1,1,2,2,3,-,3,4,6,6,2,2,1,4,12,4,3,1,1
1970,39,1,2,3,-,1,9,-,4,1,5,10,1,1,-,1,3,-,6,4,4,2,3,1,1,-,3,8,-,6,6,6,7,8,1,-,22,-,4,1,2,3,2,2,2,6,3,10,5,1,1,1,7,8,7,3,-,-,-,-,1,6,7,2,2,4,3,3,5,2,-,-,1,-,4,5,3,3,3,2,2,7,1,2,-,1,-,3,6,1,11,2,3,1,7,4,4,5,6,5,3,2,8,3,7,4,1,4,-,-,2,1,2,3,1,2,5,7,3,6,1,2
1970,40,1,-,1,-,2,6,-,2,1,3,8,1,-,-,-,4,-,2,3,4,-,6,2,-,-,2,8,-,-,-,2,2,1,-,3,19,-,4,1,3,-,2,2,-,1,1,4,5,-,6,2,7,18,3,1,1,-,1,1,3,3,10,3,6,4,2,2,4,-,-,-,1,2,5,3,3,3,9,-,4,7,-,2,-,3,-,6,3,3,2,4,3,1,3,2,2,3,4,4,2,2,5,1,2,4,2,-,1,-,5,4,2,3,2,1,2,6,2,3,1,1
1970,41,3,-,2,-,-,-,1,1,-,2,5,2,2,1,-,7,4,-,1,5,1,5,-,-,-,5,7,1,3,2,2,5,1,2,9,20,-,6,2,5,3,1,4,-,1,5,4,9,1,-,2,5,30,8,-,2,1,-,-,8,3,17,4,2,6,1,4,3,-,1,-,1,1,5,4,5,3,7,3,4,14,6,2,6,3,-,1,6,2,3,-,4,2,6,2,6,7,3,10,-,1,3,5,-,2,3,4,1,3,4,5,5,3,3,2,8,8,3,4,-,1
1970,42,1,1,2,-,5,5,-,3,-,-,19,-,-,-,-,4,2,2,3,4,-,3,-,-,-,3,6,2,1,4,6,5,3,2,3,19,-,1,3,5,3,2,4,3,3,4,6,13,3,3,5,4,18,3,-,-,2,-,-,3,3,11,3,3,3,-,2,9,-,1,2,3,1,7,-,5,2,7,1,7,5,3,3,4,3,-,1,4,2,16,7,3,3,8,1,3,1,6,8,4,2,6,6,4,1,3,3,-,3,-,6,6,4,-,1,2,6,2,1,2,1
1970,43,2,3,1,-,4,2,2,4,1,2,7,1,-,-,1,6,2,7,5,5,1,5,-,-,-,2,5,2,2,4,8,4,4,-,3,22,2,8,3,2,3,1,4,3,2,3,5,9,3,2,9,6,34,2,2,4,1,2,1,4,5,3,3,5,3,1,3,5,1,3,-,7,2,4,2,5,2,6,2,6,2,5,2,5,2,-,3,3,3,6,1,2,2,1,-,3,3,4,7,1,3,4,3,2,3,2,4,-,4,5,3,3,6,1,1,4,7,4,3,2,2
1970,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1970,45,2,2,2,-,1,2,-,-,3,2,7,2,2,-,1,7,-,5,3,3,1,3,-,-,-,3,6,4,4,5,10,1,1,2,2,21,-,4,1,3,5,4,2,2,3,5,5,7,2,5,-,5,25,5,-,3,-,-,2,6,8,9,5,4,1,-,2,5,-,3,-,4,2,7,4,5,4,3,1,4,11,3,5,3,3,-,4,3,2,3,2,3,1,4,2,2,3,2,11,4,2,1,-,-,5,4,4,-,2,2,1,2,2,1,3,9,3,9,4,-,1
1970,46,2,3,1,1,4,6,-,1,-,1,10,3,1,3,-,9,-,3,1,4,1,3,2,2,-,2,14,2,3,1,4,4,7,1,3,15,2,3,3,6,2,3,3,1,5,3,4,8,2,4,5,5,20,1,3,3,2,2,2,3,8,11,5,3,2,3,2,6,1,4,-,2,2,3,2,3,3,5,-,6,9,2,4,6,2,-,-,6,3,15,3,3,-,6,3,5,2,4,10,1,3,4,7,2,1,5,5,2,2,2,4,4,1,3,1,4,6,3,1,1,2
1970,47,2,1,5,-,3,-,-,-,-,-,9,2,-,4,1,7,1,3,1,7,2,2,2,1,-,1,11,1,2,3,3,1,2,1,5,15,-,5,2,1,3,2,1,-,4,3,11,11,4,7,10,3,4,6,-,-,2,1,1,4,5,5,10,-,5,3,-,7,-,-,-,2,1,2,6,1,1,7,3,6,8,1,1,3,-,4,4,4,2,4,2,-,3,2,5,5,1,4,9,3,-,4,3,2,-,3,5,2,1,1,-,2,2,1,-,-,5,-,2,-,2
1970,48,3,-,6,1,3,4,-,-,-,3,14,2,3,2,-,6,1,7,6,5,-,3,3,-,-,1,6,-,1,6,7,4,6,-,-,19,-,3,1,3,5,4,4,3,1,5,4,15,6,6,7,3,38,5,-,2,-,1,-,6,9,11,12,3,5,1,1,7,-,-,-,7,3,6,3,-,3,13,2,2,3,2,2,3,1,3,5,11,2,10,4,5,3,7,-,3,8,10,16,3,1,6,4,3,3,2,3,4,3,2,5,9,2,1,-,8,7,3,1,1,1
1970,49,1,1,-,-,1,1,-,2,-,-,14,2,3,3,4,5,2,4,6,1,2,4,2,3,-,6,15,2,-,3,7,1,4,-,5,20,-,7,4,4,1,3,2,1,3,7,11,8,1,6,3,9,18,3,2,3,-,-,1,2,3,8,7,3,1,1,3,9,-,-,-,3,-,7,1,-,6,2,1,3,9,5,3,1,2,-,-,3,6,1,6,2,-,6,2,5,3,-,15,-,1,5,7,9,1,2,4,-,2,1,10,3,2,2,4,3,11,4,1,1,-
1970,50,3,1,5,-,-,1,-,2,1,4,17,3,1,3,4,6,1,4,5,3,1,2,2,1,-,1,5,2,1,5,8,9,3,1,-,25,-,3,3,3,6,4,3,4,5,3,3,11,-,2,1,7,15,11,-,3,1,1,3,2,5,14,8,5,1,2,-,9,2,-,-,5,2,3,6,2,4,5,1,4,8,1,3,-,3,-,2,3,4,-,3,1,1,11,5,4,3,11,13,2,2,7,1,2,2,1,7,-,4,1,9,4,3,1,1,4,7,2,-,1,2
1970,51,4,-,1,-,4,1,-,-,1,3,11,1,-,1,1,2,-,7,2,6,4,5,2,1,-,-,4,3,-,6,7,2,4,-,4,16,3,6,1,2,4,8,-,1,4,3,-,11,4,7,1,1,13,5,1,2,1,2,-,3,5,7,5,4,3,-,3,7,2,-,1,7,1,3,4,3,2,4,-,5,7,3,-,1,1,-,-,5,-,7,-,3,1,2,1,7,5,4,7,-,1,4,2,2,2,4,4,-,-,4,3,4,2,5,3,3,3,1,1,1,-
1970,52,1,2,4,-,1,1,1,-,-,-,6,-,-,-,-,7,3,10,-,4,-,5,1,-,-,3,10,1,1,2,3,1,1,1,1,15,1,5,5,1,3,5,5,3,5,5,9,9,2,8,5,6,20,6,2,4,2,-,1,5,7,16,1,6,6,1,3,3,2,1,-,7,-,3,5,1,5,6,1,7,6,2,3,4,2,-,-,4,6,8,3,3,1,-,2,-,4,5,10,3,1,7,1,3,1,5,3,1,3,2,6,2,1,2,-,10,7,3,3,5,3
1971,1,7,6,8,1,2,-,1,-,1,3,6,2,3,3,4,5,1,2,5,6,3,10,1,1,-,1,9,14,-,3,7,1,8,1,-,22,-,7,-,7,2,4,5,2,2,6,20,10,1,6,4,5,29,8,2,-,1,1,1,5,3,15,10,1,3,3,1,11,1,1,-,3,-,4,5,1,5,4,1,4,18,-,2,2,1,-,1,7,4,2,3,4,-,6,1,5,2,2,16,-,2,1,5,-,5,5,5,-,7,3,6,3,4,3,3,6,5,5,-,-,-
1971,2,6,6,5,4,2,1,-,3,-,4,21,2,1,2,4,6,1,9,4,10,1,8,1,-,-,2,8,9,5,8,6,10,4,1,4,20,-,2,6,3,1,3,4,10,1,6,5,8,1,2,7,12,22,9,-,3,1,4,1,5,7,12,10,5,-,3,7,13,4,3,3,6,2,5,3,4,3,4,1,3,10,6,8,3,10,-,5,8,9,2,4,5,2,6,4,4,5,5,15,8,1,8,2,2,4,6,3,-,4,4,3,13,3,-,3,6,6,4,1,-,3
1971,3,-,1,5,-,2,3,1,-,-,3,23,2,-,3,7,5,2,3,4,2,5,7,2,1,1,4,13,9,3,7,3,10,5,1,4,27,-,3,2,3,5,3,3,3,2,8,10,12,2,7,4,9,27,6,-,1,1,2,4,1,1,10,7,1,4,-,8,12,1,2,-,4,2,3,3,6,6,6,-,1,8,5,4,-,2,-,3,9,5,-,-,9,-,6,8,3,-,1,9,-,1,4,6,2,4,4,2,-,7,3,8,5,3,2,1,8,8,2,1,2,1
1971,4,4,5,3,4,2,4,3,1,-,4,22,-,1,1,4,4,1,6,3,2,1,3,1,-,-,-,1,6,2,6,7,5,7,1,5,15,-,7,4,5,3,5,5,10,2,11,9,9,2,9,8,5,23,7,1,1,1,2,1,4,7,11,2,-,2,1,3,5,1,1,1,4,2,6,4,1,3,5,-,4,25,5,2,4,5,-,3,4,7,-,5,7,-,6,6,3,2,10,10,1,5,8,9,1,5,5,1,-,2,4,7,8,5,1,1,1,6,5,1,1,2
1971,5,1,-,6,-,4,1,-,-,1,5,15,5,2,-,3,5,2,-,4,7,1,15,7,-,-,3,8,7,1,1,6,9,2,1,6,15,-,2,-,3,2,4,4,4,2,5,8,18,1,7,4,4,38,3,3,2,1,1,2,5,4,6,8,4,5,1,5,7,-,1,6,5,2,6,5,6,2,6,-,2,11,2,1,1,5,-,2,13,4,-,1,2,2,4,2,-,2,12,12,6,2,6,6,2,6,4,3,-,5,5,4,3,4,1,1,5,8,5,-,1,4
1971,6,2,3,4,2,2,2,2,2,1,2,17,2,1,2,3,4,4,2,2,4,-,8,1,3,-,2,8,6,4,2,6,4,5,2,4,30,1,2,3,3,6,3,3,1,3,5,11,9,-,6,1,5,37,4,3,4,5,3,2,3,4,10,10,2,3,-,4,5,-,-,2,4,-,2,2,3,-,5,2,6,10,4,1,-,4,-,2,4,7,7,3,-,1,8,6,6,6,8,7,3,1,9,3,3,3,4,3,-,1,4,6,9,8,2,1,7,5,3,1,1,3
1971,7,1,1,5,4,4,1,-,2,1,7,11,3,1,3,3,4,-,4,2,4,1,5,2,2,-,-,6,8,3,3,9,5,4,3,1,21,2,3,1,2,2,1,2,4,2,9,9,10,4,8,2,2,27,6,4,1,4,3,-,8,7,9,6,-,2,1,6,8,5,-,1,3,3,6,6,4,4,10,4,11,5,2,2,6,8,-,3,8,4,6,3,4,3,3,1,4,6,5,17,5,3,2,4,2,3,5,2,-,3,3,3,6,5,1,2,2,4,5,1,3,-
1971,8,2,3,2,3,4,3,1,3,3,2,20,1,1,3,2,11,1,7,1,5,4,8,3,-,-,6,8,6,5,2,11,6,7,1,6,28,-,5,8,3,5,6,3,-,1,2,9,19,2,4,1,13,19,6,3,2,-,-,-,7,8,12,3,4,2,4,3,6,-,2,3,3,-,7,6,2,5,4,2,2,17,3,5,2,7,-,2,5,10,1,2,4,2,7,3,5,7,7,12,-,4,5,4,1,5,6,3,-,1,6,5,14,6,6,2,10,8,3,3,-,6
1971,9,-,3,7,-,3,5,-,3,1,3,16,3,1,1,2,1,3,10,1,2,2,10,5,2,-,2,7,10,1,6,5,10,5,1,8,21,-,2,1,3,4,3,6,7,4,5,3,13,-,7,9,8,20,8,1,-,3,2,-,7,2,14,6,3,1,3,6,8,3,-,1,2,-,6,8,8,3,4,2,6,10,5,1,1,1,-,5,4,3,-,2,6,2,4,3,4,3,8,13,2,2,-,7,7,2,-,5,-,4,1,5,7,4,2,-,-,9,-,-,-,-
1971,9,-,3,7,-,3,5,-,3,1,3,16,3,1,1,2,1,3,12,1,2,2,10,5,2,-,2,7,10,1,6,5,10,5,1,5,21,-,2,1,3,4,3,6,7,4,5,12,13,-,7,9,8,20,8,1,-,3,2,-,7,2,14,6,3,1,3,6,8,3,-,1,2,-,6,8,8,3,4,2,6,10,5,1,1,1,-,5,4,3,-,2,6,2,4,3,4,3,8,13,2,2,-,7,7,2,-,5,-,4,1,5,7,4,2,-,-,9,-,-,-,-
1971,9,-,3,7,-,3,5,-,3,1,3,16,3,1,1,2,1,3,6,1,2,2,10,5,2,-,2,7,10,1,6,5,10,5,1,-,21,-,2,1,3,4,3,6,7,4,5,6,13,-,7,9,8,20,8,1,-,3,2,-,7,2,14,6,3,1,3,6,8,3,-,1,2,-,6,8,8,3,4,2,6,10,5,1,1,1,-,5,4,3,-,2,6,2,4,3,4,3,8,13,2,2,-,7,7,2,-,5,-,4,1,5,7,4,2,-,-,9,-,-,-,-
1971,10,3,-,6,1,3,4,1,3,2,1,18,1,2,1,1,9,6,5,1,5,1,3,7,1,-,1,5,3,3,3,8,4,8,1,1,30,-,3,2,3,3,3,3,4,-,3,9,12,2,2,7,9,19,6,-,4,-,1,1,3,3,13,5,3,6,2,2,9,-,-,2,1,-,7,2,4,3,5,1,8,13,7,1,2,2,-,1,8,10,10,5,4,1,6,3,2,4,10,9,3,3,8,1,-,5,3,2,-,2,7,3,13,4,2,1,1,9,2,1,1,1
1971,11,2,3,4,-,5,-,-,4,1,4,11,3,2,4,2,12,2,5,3,4,1,7,1,3,1,1,16,3,1,7,4,6,4,3,8,20,1,6,-,2,4,4,1,2,3,7,2,15,2,3,5,8,22,4,-,-,-,-,5,5,6,12,4,-,3,1,1,8,2,-,1,3,-,10,2,7,3,9,2,6,7,1,-,4,7,-,6,6,2,4,1,8,-,3,5,5,4,13,9,6,2,5,3,2,4,5,4,-,3,2,3,4,6,3,1,2,7,3,-,1,5
1971,12,3,1,3,3,3,-,2,3,-,5,23,5,1,2,-,6,3,4,3,3,3,1,1,-,-,-,7,4,2,6,5,10,8,1,5,17,1,2,6,4,1,5,5,5,2,7,5,10,1,7,6,9,15,6,1,1,1,1,-,7,6,15,6,-,3,2,1,7,4,2,3,4,1,-,2,4,5,2,2,6,21,4,2,6,13,-,-,4,6,9,2,5,1,2,2,1,5,2,15,4,2,6,8,7,3,4,5,-,4,5,3,2,1,3,-,7,11,6,2,5,1
1971,13,3,1,4,-,4,3,1,1,1,3,18,3,6,1,-,9,1,2,2,5,1,3,1,-,-,1,7,2,-,9,6,5,1,6,-,31,5,6,3,2,2,7,3,2,2,9,-,7,-,4,1,4,23,3,-,3,-,1,-,1,4,11,2,4,1,-,2,8,3,-,5,1,1,4,4,3,-,4,3,4,18,5,3,7,2,-,1,6,4,1,2,6,2,3,4,8,1,9,17,2,4,8,6,-,4,6,5,-,5,3,3,5,2,3,3,10,6,9,1,-,7
1971,14,1,3,4,-,2,3,-,4,2,5,36,5,-,3,1,2,2,2,3,9,5,5,2,1,-,2,6,7,1,5,7,1,2,1,3,23,1,1,6,2,3,4,2,2,5,8,6,9,1,5,4,7,17,6,2,4,3,1,-,5,7,14,5,3,3,2,2,5,1,2,3,4,-,3,2,2,3,9,2,4,10,3,6,4,2,-,2,7,2,-,2,5,-,2,3,4,4,6,5,4,-,7,4,-,3,8,3,-,8,5,2,2,1,2,3,2,5,4,2,6,2
1971,15,3,3,1,1,1,3,1,2,2,4,17,2,1,1,1,1,-,3,1,3,5,6,3,-,-,1,8,9,2,5,3,4,2,2,2,16,2,5,4,6,7,2,4,2,3,7,3,11,3,7,7,5,16,5,1,5,-,-,1,4,9,9,5,1,2,1,3,5,2,2,1,5,1,7,2,4,4,2,1,5,12,2,3,4,3,-,3,3,3,-,-,3,2,14,4,8,3,3,12,-,4,3,3,2,4,4,9,-,1,3,1,8,2,1,2,3,2,3,1,2,-
1971,16,4,2,4,1,1,1,-,1,1,2,10,6,1,-,2,2,-,1,1,7,4,7,3,1,-,2,9,7,4,5,5,7,6,1,8,25,-,4,1,6,13,4,1,1,2,8,7,9,1,3,3,5,8,5,2,2,-,2,1,5,5,12,4,2,2,1,-,7,-,2,3,2,1,5,4,4,1,8,1,3,9,3,2,3,5,-,1,7,3,10,2,7,-,8,7,2,5,9,11,-,1,3,6,1,7,3,4,1,4,5,7,5,1,6,1,4,3,2,-,1,-
1971,17,2,1,2,1,-,2,-,2,-,-,11,4,1,-,2,4,-,6,2,5,4,3,-,1,1,3,8,6,3,5,7,5,1,3,4,15,1,4,4,3,4,6,3,-,2,2,10,9,1,6,4,3,19,5,1,1,-,1,1,4,3,7,4,2,4,1,-,6,-,-,2,4,2,6,4,2,4,10,3,1,13,7,4,2,4,-,-,3,4,-,3,5,-,4,4,6,4,8,15,-,1,3,6,1,7,1,2,-,-,1,13,4,1,4,1,8,5,2,1,-,2
1971,18,3,1,2,-,1,2,-,1,1,1,10,2,1,1,-,5,-,3,2,3,4,3,-,1,-,1,7,-,-,3,5,4,4,-,3,13,2,1,3,2,3,1,-,2,2,4,6,14,-,2,9,3,11,15,-,-,1,1,1,5,1,11,3,3,3,1,5,-,-,4,-,2,-,1,4,2,8,10,1,6,11,4,2,1,-,-,3,4,3,-,-,2,2,3,2,4,5,8,9,1,-,6,6,-,3,-,5,-,5,2,5,4,1,1,3,6,4,4,-,1,6
1971,19,2,-,1,2,-,-,-,2,1,4,7,1,2,-,1,6,2,4,5,2,2,1,1,1,2,1,5,4,6,6,7,4,5,1,4,11,-,1,3,3,1,3,4,-,-,1,5,7,3,3,2,6,22,4,-,-,-,1,1,3,2,7,3,2,2,-,2,6,2,2,-,4,1,2,7,1,6,4,3,4,12,6,6,1,8,-,4,3,4,3,1,1,-,7,3,6,5,3,14,2,1,3,3,4,5,2,3,-,3,2,5,1,2,1,1,7,5,5,1,-,2
1971,20,1,2,-,-,1,2,-,2,-,2,5,1,-,1,-,2,3,2,7,2,5,4,1,1,2,2,10,1,4,3,1,7,3,-,2,15,-,4,1,4,3,2,3,-,-,2,7,3,2,1,4,6,10,9,-,3,-,3,-,6,1,8,3,-,1,-,4,4,-,1,-,-,4,3,-,-,3,9,2,4,7,-,-,1,4,-,4,9,9,12,2,3,2,3,1,1,1,5,9,1,1,4,5,2,8,7,3,-,3,3,1,7,3,4,1,3,1,4,1,1,2
1971,21,-,1,3,1,-,1,-,-,-,1,7,-,2,1,1,8,1,3,6,1,1,4,3,1,-,1,6,2,4,6,3,3,2,2,7,19,-,6,2,3,4,4,1,-,2,6,4,9,1,3,5,2,8,4,2,2,1,2,-,4,2,9,3,4,2,-,2,12,-,2,1,3,2,1,2,4,-,7,3,1,7,2,-,2,1,2,2,4,2,1,1,1,1,9,-,-,5,5,12,-,2,-,2,1,1,3,1,-,4,2,1,1,3,2,1,4,4,6,2,1,2
1971,22,2,1,4,-,1,4,-,1,-,2,10,3,-,-,4,5,1,4,1,3,1,1,2,1,-,-,7,4,2,2,2,2,4,-,2,9,-,6,1,5,1,-,2,-,2,3,8,10,3,4,4,2,15,6,1,2,-,-,1,6,1,9,6,1,-,-,1,4,3,-,-,3,1,1,6,3,2,2,-,3,15,2,1,1,5,-,1,2,2,-,2,5,-,1,5,-,2,3,10,1,-,5,3,1,1,9,4,-,2,1,2,5,4,3,-,5,3,2,2,-,2
