YEAR,WEEK,"BIRMINGHAM, AL","MOBILE, AL","MONTGOMERY, AL","PHOENIX, AZ","TUCSON, AZ","LITTLE ROCK, AR","BERKELEY, CA","FRESNO, CA","GLENDALE, CA","LONG BEACH, CA","LOS ANGELES, CA","OAKLAND, CA","PASADENA, CA","SACRAMENTO, CA","SAN DIEGO, CA","SAN FRANCISCO, CA","SAN JOSE, CA","SANTA CRUZ, CA","COLORADO SPRINGS, CO","DENVER, CO","PUEBLO, CO","BRIDGEPORT, CT","HARTFORD, CT","NEW HAVEN, CT","WATERBURY, CT","WILMINGTON, DE","WASHINGTON, DC","JACKSONVILLE, FL","MIAMI, FL","ST PETERSBURG, FL","TAMPA, FL","ATLANTA, GA","SAVANNAH, GA","HONOLULU, HI","BOISE, ID","CHICAGO, IL","PEORIA, IL","ROCKFORD, IL","EVANSVILLE, IN","FORT WAYNE, IN","GARY, IN","INDIANAPOLIS, IN","SOUTH BEND, IN","DES MOINES, IA","KANSAS CITY, KS","WICHITA, KS","LEXINGTON, KY","LOUISVILLE, KY","BATON ROUGE, LA","NEW ORLEANS, LA","SHREVEPORT, LA","BALTIMORE, MD","BOSTON, MA","CAMBRIDGE, MA","FALL RIVER, MA","LOWELL, MA","LYNN, MA","NEW BEDFORD, MA","SOMERVILLE, MA","SPRINGFIELD, MA","WORCESTER, MA","DETROIT, MI","GRAND RAPIDS, MI","DULUTH, MN","MINNEAPOLIS, MN","ST PAUL, MN","KANSAS CITY, MO","ST LOUIS, MO","LINCOLN, NE","OMAHA, NE","LAS VEGAS, NV","CAMDEN, NJ","ELIZABETH, NJ","JERSEY CITY, NJ","NEWARK, NJ","PATERSON, NJ","TRENTON, NJ","ALBUQUERQUE, NM","ALBANY, NY","BUFFALO, NY","ROCHESTER, NY","SCHENECTADY, NY","SYRACUSE, NY","UTICA, NY","YONKERS, NY","CHARLOTTE, NC","CANTON, OH","CINCINNATI, OH","CLEVELAND, OH","COLUMBUS, OH","DAYTON, OH","TOLEDO, OH","YOUNGSTOWN, OH","TULSA, OK","PORTLAND, OR","ALLENTOWN, PA","ERIE, PA","PHILADELPHIA, PA","PITTSBURGH, PA","READING, PA","SCRANTON, PA",PROVIDENCE,"CHATTANOOGA, TN","KNOXVILLE, TN","MEMPHIS, TN","NASHVILLE, TN","AUSTIN, TX","CORPUS CHRISTI, TX","DALLAS, TX","EL PASO, TX","FORT WORTH, TX","HOUSTON, TX","SAN ANTONIO, TX","OGDEN, UT","SALT LAKE CITY, UT","NORFOLK, VA","RICHMOND, VA","SEATTLE, WA","SPOKANE, WA","TACOMA, WA","MILWAUKEE, WI"
2000,24,15,4,6,9,5,-,1,-,-,6,-,-,3,-,21,-,12,,5,6,1,3,-,7,7,-,1,4,9,2,9,-,-,9,,34,5,4,5,5,-,10,4,12,6,39,,-,2,-,9,13,10,2,3,4,4,1,-,5,6,19,8,4,14,9,2,-,2,2,14,-,-,-,6,2,2,2,2,8,12,1,8,1,1,11,3,7,3,13,7,8,2,-,4,-,5,15,7,6,5,-,9,7,13,13,3,5,7,2,6,29,15,2,6,4,4,7,6,4,7
2000,25,12,5,7,10,4,2,1,5,-,9,-,-,4,-,13,-,17,,5,10,1,2,5,1,1,-,4,7,12,1,9,-,3,8,,45,6,1,2,-,1,12,-,7,6,7,,-,2,-,6,10,20,1,4,2,-,-,1,4,9,7,5,-,9,5,5,-,2,1,11,3,-,-,5,3,1,4,4,8,6,-,5,-,-,10,2,9,6,9,6,6,2,7,7,-,2,8,6,2,-,-,2,4,12,6,9,5,15,4,10,29,5,2,6,1,2,5,3,4,6
2000,26,11,1,3,13,5,4,2,-,-,9,-,-,-,22,15,-,16,,1,10,2,3,4,6,2,-,1,7,6,-,19,-,7,5,,55,3,1,2,2,1,8,1,9,-,2,,-,3,7,2,14,11,-,-,1,1,1,4,-,3,16,3,1,6,5,4,-,4,8,-,-,-,-,-,2,-,9,5,5,8,-,5,-,-,6,3,5,6,15,4,-,3,5,1,-,1,14,4,4,4,-,6,4,7,11,3,-,10,3,5,38,11,3,12,3,4,7,11,7,9
2000,27,20,4,5,11,8,4,1,-,5,6,68,-,1,17,14,-,18,,4,4,-,1,8,1,1,-,3,9,8,2,11,-,3,4,,33,2,6,3,4,-,-,1,-,4,16,,-,2,-,11,13,9,1,-,5,1,1,-,7,7,7,5,-,6,-,4,6,-,7,26,-,1,-,1,1,2,4,3,11,10,1,3,-,-,4,3,-,5,6,5,9,-,4,8,-,3,23,1,4,1,-,2,-,20,3,9,2,10,4,10,34,12,-,4,-,3,-,5,6,4
2000,28,11,3,14,9,8,2,1,-,3,10,42,-,-,9,12,-,9,,3,8,2,7,-,5,3,-,1,19,8,1,9,-,3,4,,43,3,1,7,7,-,22,3,14,-,1,,-,3,6,7,19,14,-,1,-,-,-,-,6,15,5,7,-,13,3,2,-,4,7,17,1,3,-,1,1,1,8,4,11,7,1,20,1,-,13,3,6,4,9,-,6,1,2,4,-,4,19,11,2,-,-,5,1,11,6,6,3,12,6,15,25,9,2,6,5,2,2,3,5,10
2000,29,14,7,2,10,8,2,1,-,2,10,14,-,4,27,22,-,10,,2,8,-,2,3,7,3,-,2,16,16,1,19,-,2,3,,34,3,7,3,1,-,14,1,8,3,4,,-,-,-,6,11,15,1,4,5,-,2,1,4,5,16,1,2,8,5,5,-,7,6,10,1,2,-,-,-,3,6,4,6,6,-,14,1,2,13,3,7,6,14,4,7,-,6,7,-,1,17,5,2,1,-,5,2,12,9,5,3,6,2,7,25,12,2,6,2,5,7,5,2,8
2000,30,8,3,6,6,6,6,2,5,3,11,24,-,3,17,17,-,-,,3,5,5,1,4,3,1,-,1,10,-,3,13,-,3,4,,29,2,5,2,4,1,10,-,8,2,6,,-,2,7,4,8,8,1,3,2,-,1,1,7,5,18,8,1,7,3,3,1,-,10,9,1,-,-,4,4,2,13,3,5,12,2,9,-,1,6,5,6,-,14,5,7,3,-,2,-,1,6,3,4,2,-,8,4,11,12,3,7,15,1,11,26,11,-,11,-,4,5,4,3,9
2000,31,20,9,3,6,2,3,3,8,3,5,20,-,3,13,14,-,-,,3,6,2,-,5,1,3,-,4,6,5,2,7,-,6,6,,36,-,2,2,1,-,18,1,11,3,3,,-,-,8,7,9,7,1,4,1,1,1,-,5,4,11,5,1,14,3,3,3,-,2,11,1,1,-,3,-,2,1,3,13,8,-,10,-,-,4,4,7,3,11,6,-,1,11,7,-,4,24,2,1,1,-,3,7,13,9,4,5,9,4,7,23,8,4,8,4,3,14,4,4,13
2000,32,9,1,-,-,5,3,1,5,1,9,15,-,7,22,15,-,34,,4,5,1,2,2,4,3,-,1,7,11,4,16,-,12,10,,46,4,2,3,5,-,10,1,-,5,4,,-,2,-,8,13,12,2,-,1,-,2,-,3,5,18,11,1,5,7,4,-,1,9,17,2,-,-,-,-,1,7,3,5,14,1,5,1,-,6,6,3,2,9,10,8,1,8,4,-,5,12,1,5,2,3,4,5,13,7,3,7,8,3,15,35,11,2,9,2,4,7,3,9,10
2000,33,9,2,7,10,9,3,2,3,-,4,34,-,6,14,17,-,18,,-,9,3,-,4,4,4,-,4,7,13,2,10,-,4,2,,28,4,3,5,-,-,11,-,3,3,3,,-,1,21,3,21,5,-,2,1,1,4,-,6,2,7,8,4,14,5,3,4,2,12,14,-,1,-,1,-,3,6,2,6,7,-,9,-,-,5,2,7,3,5,5,8,-,4,1,-,5,9,4,1,3,3,4,-,11,12,5,6,6,2,13,24,14,1,7,2,3,9,4,5,-
2000,34,21,5,7,1,5,4,1,7,1,7,17,-,3,18,20,-,16,,1,6,2,3,7,4,4,-,5,13,-,3,10,-,4,6,,37,1,4,2,3,-,4,2,5,3,4,,-,1,7,3,15,5,3,-,3,-,3,-,4,8,11,4,2,17,9,5,-,3,4,10,1,-,-,2,1,2,13,-,7,8,-,6,-,-,9,2,8,4,8,7,5,3,3,9,2,2,25,4,2,2,-,4,2,18,8,3,2,7,5,6,22,16,2,10,1,7,7,7,9,9
2000,35,21,3,-,7,6,2,1,4,-,8,30,-,6,11,21,15,-,,3,11,1,1,2,4,2,-,1,10,-,2,11,-,1,6,,26,3,5,2,6,-,21,3,5,2,3,,-,-,12,11,19,10,1,3,2,-,3,-,4,9,15,7,5,13,7,2,-,3,9,14,-,-,-,-,2,2,-,2,4,7,1,16,-,-,12,6,-,5,14,7,10,2,9,9,1,2,-,6,2,-,4,6,4,8,6,9,10,4,1,7,30,10,2,11,1,5,5,5,4,6
2000,36,11,2,2,10,6,2,1,4,4,9,23,-,1,-,8,-,12,,2,4,2,3,7,5,6,-,1,13,5,3,5,-,5,5,,43,4,2,-,2,-,13,1,8,3,10,,-,-,7,6,14,12,2,-,1,-,4,-,4,6,5,1,2,13,7,5,10,1,7,10,1,-,-,1,4,-,4,3,7,6,4,4,2,-,4,3,2,3,13,6,5,2,13,3,1,3,-,6,2,2,7,2,3,9,15,3,1,8,3,3,13,13,1,7,1,3,7,3,5,5
2000,37,14,2,15,10,6,3,4,3,2,7,22,-,5,23,11,-,19,,4,1,-,4,7,1,2,-,1,8,6,6,11,-,4,7,,38,2,6,6,2,1,8,3,9,4,2,,-,-,-,5,7,8,2,3,5,1,1,-,1,5,9,1,2,15,2,7,9,2,10,13,1,-,-,2,1,1,7,2,6,9,1,12,1,-,9,4,10,4,12,11,8,1,11,11,3,7,15,7,2,2,10,2,2,8,9,6,4,11,4,3,18,12,3,9,-,2,6,7,9,7
2000,38,16,5,3,13,7,4,-,6,-,5,37,-,4,19,19,-,20,,3,9,2,3,7,3,2,-,1,18,8,1,8,-,-,4,,39,4,-,-,2,2,15,2,2,2,2,,-,3,-,3,12,10,-,2,2,2,1,-,5,12,22,7,-,9,6,8,-,1,13,8,1,-,-,1,5,1,6,6,11,10,3,10,5,-,6,3,9,3,14,4,2,-,9,6,2,1,14,1,2,-,6,2,3,21,9,5,2,20,-,8,29,14,4,9,2,4,11,8,7,11
2000,39,13,1,12,10,9,4,4,7,-,6,23,-,4,-,18,10,20,,6,7,-,4,2,2,6,2,1,7,9,7,12,-,1,7,,40,5,-,5,5,1,10,-,5,4,5,,-,-,-,5,16,10,1,4,2,-,4,1,6,5,14,3,2,12,9,6,4,3,9,6,1,-,-,2,2,1,4,1,12,7,2,5,1,-,16,4,8,1,17,5,5,-,8,-,-,-,18,4,-,4,-,5,-,8,7,7,1,18,1,2,23,18,6,10,2,5,13,3,1,11
2000,40,16,1,3,21,5,2,2,3,1,7,8,-,2,-,19,13,12,,5,10,1,3,1,2,1,1,6,9,7,3,4,-,4,5,,31,2,4,2,3,2,9,-,-,3,6,,-,-,-,5,14,16,-,2,5,2,3,-,3,4,13,7,-,8,2,7,3,1,12,-,1,-,-,2,1,5,-,3,3,14,4,19,2,-,5,3,14,-,21,8,2,2,13,8,1,1,20,3,2,3,9,2,5,10,15,6,1,11,4,2,26,14,1,9,2,8,9,8,2,8
2000,41,5,2,4,11,4,8,1,4,1,6,17,-,2,18,11,17,15,,1,4,4,-,6,2,1,-,1,9,6,5,11,-,2,3,,35,4,4,5,5,3,6,3,6,1,8,,-,-,10,15,21,21,-,4,3,-,-,-,8,13,16,5,2,16,7,6,-,3,4,9,1,-,-,2,2,-,6,1,4,4,1,12,1,-,8,2,1,3,16,9,10,3,12,-,3,2,12,6,3,1,5,1,2,7,6,6,7,7,4,1,23,11,3,9,2,2,7,9,10,14
2000,42,14,2,7,16,8,3,3,4,-,8,15,-,3,23,12,-,11,,4,11,2,5,5,1,4,-,4,12,8,2,13,4,3,9,,34,3,7,3,5,1,10,6,6,1,6,,-,4,-,5,15,8,1,3,2,1,2,-,4,7,13,5,-,17,8,5,-,10,8,15,-,-,-,1,-,1,12,6,7,14,-,8,1,-,10,5,9,2,9,12,4,1,6,8,-,1,11,3,2,4,7,5,3,7,8,3,5,13,7,5,40,8,6,10,1,2,3,8,10,16
2000,43,19,4,6,6,7,-,1,14,-,10,19,-,1,14,16,11,11,,-,4,2,1,2,4,4,-,2,5,10,4,9,3,6,6,,44,3,4,1,5,-,9,3,10,6,3,,-,2,13,-,29,15,1,5,3,1,2,-,5,7,12,12,-,25,-,10,2,5,9,5,1,-,-,-,-,4,7,6,6,9,2,10,2,2,12,5,4,2,-,7,7,4,14,6,2,3,18,4,3,3,10,4,5,16,9,6,6,12,2,14,34,7,3,6,-,3,8,6,4,16
2000,44,5,3,5,13,2,6,6,3,-,8,36,-,3,17,18,11,19,,-,5,3,-,1,3,3,-,3,13,4,5,9,3,7,11,,1,4,6,2,2,-,8,1,2,1,3,,-,4,-,2,19,13,2,2,2,1,1,2,4,8,-,-,2,13,5,5,-,2,5,15,1,2,-,4,1,-,-,1,8,14,2,7,4,-,5,4,8,7,12,12,5,2,11,7,1,3,21,4,2,3,-,5,3,15,13,2,3,13,2,8,29,22,3,10,3,2,2,5,9,5
2000,45,14,1,5,8,-,3,-,5,-,17,-,-,4,21,12,-,16,,-,10,1,1,6,3,-,-,-,8,5,2,13,11,8,4,,-,1,5,3,4,1,13,1,8,1,2,,-,3,5,3,10,15,3,2,4,3,3,-,5,4,14,8,-,12,3,3,-,4,7,9,1,-,-,2,2,1,12,4,8,12,2,8,1,-,8,5,13,8,9,16,6,4,9,5,-,3,22,5,-,3,-,8,5,11,11,3,2,12,1,3,13,19,2,13,1,4,-,2,-,13
2000,46,9,5,4,10,5,6,1,11,1,16,27,-,1,11,18,13,13,,-,6,2,4,1,3,1,-,2,14,10,7,11,8,4,4,,-,8,5,3,6,1,16,-,-,4,4,,-,3,-,1,19,-,1,2,2,1,2,-,6,10,18,9,3,21,3,6,9,4,5,14,4,1,-,-,-,2,8,8,-,7,4,16,1,-,5,5,8,15,7,5,4,7,12,9,2,7,6,6,1,2,-,6,9,14,11,4,5,16,1,3,29,23,2,9,2,5,11,14,6,7
2000,47,5,4,4,8,8,1,3,6,4,4,21,-,6,16,9,17,-,,2,5,2,2,5,3,1,-,1,6,-,5,8,3,-,3,,2,4,1,-,3,-,12,4,-,3,4,,-,-,13,7,22,15,-,5,3,-,1,1,8,9,16,4,-,8,-,4,-,2,2,12,-,-,-,2,1,1,3,-,4,10,4,11,1,-,5,1,3,6,11,2,4,-,1,7,-,2,19,6,3,1,1,4,1,11,7,4,8,9,-,4,20,7,-,12,2,1,4,4,4,4
2000,48,15,4,12,14,7,4,3,4,1,11,23,-,4,12,24,16,10,,3,7,6,1,2,2,2,-,4,11,9,7,10,4,2,10,,16,5,6,8,3,-,23,5,22,2,6,,-,-,14,-,11,16,1,-,1,1,4,1,4,10,17,9,5,14,4,3,-,1,11,17,4,-,-,-,-,5,11,3,12,17,-,8,1,-,12,6,9,8,14,14,6,2,2,-,3,5,24,5,3,2,-,3,4,3,12,7,4,24,5,-,28,-,3,12,1,7,14,11,6,12
2000,49,20,6,7,20,7,5,3,4,-,8,-,-,2,16,14,23,25,,3,8,1,3,-,3,6,-,-,7,12,3,20,6,6,6,,27,1,3,4,6,1,-,2,8,5,3,,-,3,-,3,18,15,3,3,8,4,3,-,5,3,15,6,3,27,11,2,7,3,10,13,2,-,-,-,1,2,10,8,11,12,2,8,2,-,14,10,10,9,16,8,15,4,11,19,-,4,19,1,2,3,-,3,-,14,-,7,2,21,6,1,29,19,1,17,2,8,8,3,3,11
2000,50,16,5,5,10,8,2,-,-,-,11,-,-,3,-,27,18,-,,6,8,-,3,2,5,2,-,1,7,12,4,15,4,4,2,,25,2,2,7,6,2,18,-,10,2,7,,-,-,14,4,17,18,3,-,7,3,3,-,3,11,9,5,3,6,6,13,-,2,10,12,4,-,-,5,3,3,-,3,12,7,3,4,3,-,9,6,12,5,9,12,5,2,8,10,1,3,20,1,5,2,-,4,10,11,13,10,4,14,3,2,-,10,1,10,1,5,10,6,-,12
2000,51,14,5,4,14,8,-,-,7,-,9,36,-,4,41,22,-,20,,3,8,2,-,-,5,3,-,1,12,11,-,10,8,9,3,,-,3,7,5,2,1,18,1,12,4,4,,-,2,-,9,23,30,1,3,5,2,2,-,8,3,15,5,-,5,-,4,5,6,10,21,1,-,-,1,-,1,7,3,2,9,2,8,2,-,14,11,8,3,15,9,7,2,18,8,1,6,17,3,-,-,-,10,12,6,-,8,6,15,5,6,29,17,2,7,1,-,8,9,3,2
2000,52,6,4,1,10,-,-,3,-,-,-,10,-,2,10,8,18,15,,3,12,3,1,2,2,2,-,5,11,11,3,11,1,5,8,,-,7,2,3,1,-,17,3,11,2,5,,-,-,-,-,19,-,3,7,-,2,2,2,4,10,11,5,3,21,2,7,-,6,-,14,3,-,-,-,2,-,4,2,12,21,4,11,1,-,8,7,9,6,8,2,10,2,7,-,1,1,11,3,1,1,-,5,3,17,-,6,5,12,-,2,32,13,4,11,1,6,8,7,5,6
2001,1,20,6,8,-,7,-,2,7,-,6,-,-,2,17,18,22,20,,4,8,1,2,-,6,6,-,1,15,6,1,14,3,5,2,,-,3,6,-,4,-,12,5,9,4,4,,-,-,-,4,18,30,1,2,3,1,6,2,5,10,18,9,2,9,3,4,-,2,8,17,4,-,-,-,2,6,11,7,8,14,3,3,5,-,6,2,12,12,18,7,1,1,11,-,2,3,8,7,-,-,-,6,7,18,14,15,5,19,4,1,18,18,-,11,1,6,7,6,9,14
2001,2,17,4,6,12,17,-,3,13,3,8,26,-,5,-,34,-,9,,1,21,2,1,-,6,2,-,-,10,6,7,16,9,5,5,,-,2,7,9,11,1,10,8,20,2,9,,-,2,-,-,19,24,3,1,4,1,3,-,12,11,22,10,9,14,5,5,-,5,8,13,1,-,-,-,3,5,20,9,10,21,4,17,-,-,11,5,4,7,24,7,7,2,14,17,1,4,16,4,4,-,-,7,8,11,15,9,3,30,2,12,28,-,4,10,5,3,11,11,11,19
2001,3,20,5,14,21,6,-,4,3,1,23,40,-,3,-,22,21,-,,5,14,-,2,2,5,2,-,5,5,9,4,22,-,5,4,,-,3,5,2,9,1,12,4,9,3,10,,-,1,-,4,21,23,2,3,1,1,2,-,6,9,16,8,5,10,5,9,-,2,12,24,4,-,-,1,1,3,12,5,15,17,1,7,1,-,14,6,17,10,21,6,5,2,10,12,-,5,22,4,2,3,-,13,17,20,19,9,8,19,5,13,41,17,4,15,10,5,12,7,7,7
2001,4,28,6,7,15,19,9,6,14,4,15,71,-,4,-,34,-,14,,-,14,2,2,4,2,6,-,2,8,13,3,10,10,10,7,,-,5,4,7,6,1,21,2,-,9,7,,-,3,-,8,20,17,2,2,3,-,5,-,4,14,21,4,1,24,3,5,1,4,14,17,5,3,-,3,-,2,13,2,10,13,5,11,2,3,23,4,10,7,13,7,5,2,15,14,-,-,18,9,6,2,-,9,8,15,13,10,9,23,10,2,31,22,1,16,3,9,11,9,7,6
2001,5,23,6,4,22,13,2,1,11,5,13,28,-,4,-,23,19,28,,4,17,1,6,5,3,4,-,6,16,18,9,28,9,5,4,,-,4,2,8,4,-,11,3,15,2,3,,-,2,-,7,32,21,2,1,1,-,5,-,6,7,7,12,3,15,9,4,-,1,-,21,1,-,-,-,-,2,11,3,3,8,2,13,3,-,20,5,7,10,15,5,6,1,6,10,2,1,18,4,3,1,-,4,9,3,16,7,1,36,6,15,26,22,2,11,-,8,9,6,3,11
2001,6,17,-,6,14,7,4,2,8,-,13,-,-,3,-,19,-,31,,4,7,6,4,5,6,7,-,4,11,-,7,25,5,2,11,,-,7,4,6,4,-,11,5,19,4,5,,-,8,-,14,24,14,1,-,5,1,3,1,8,13,11,3,1,16,8,10,-,6,6,21,4,-,-,-,2,4,11,7,7,8,-,7,-,-,7,3,9,9,9,7,8,2,8,9,1,2,24,7,-,4,-,7,6,24,15,8,7,19,3,14,45,21,6,17,4,6,16,9,12,8
2001,7,20,9,9,11,16,4,1,-,-,15,37,-,6,-,17,-,16,,2,15,2,3,7,8,6,-,1,22,15,10,9,-,2,4,,25,1,5,3,9,1,12,2,11,4,9,,-,3,-,6,12,8,3,1,7,1,6,1,8,11,17,2,1,10,10,8,-,3,9,27,4,-,-,-,-,1,10,6,13,19,2,17,3,1,13,7,7,1,14,11,5,-,11,-,2,4,18,3,6,2,-,8,10,11,-,5,8,18,4,5,30,20,6,9,3,4,8,4,3,13
2001,8,15,5,8,17,11,2,2,10,-,16,27,-,4,21,25,-,15,,3,9,5,5,4,6,4,-,1,12,12,4,17,4,3,5,,-,5,1,2,4,-,11,4,8,4,5,,-,3,-,12,20,23,-,1,2,-,3,1,3,6,16,5,6,13,8,-,6,6,5,29,-,-,-,5,1,3,8,4,15,9,1,7,3,-,18,4,10,4,12,10,6,-,8,-,-,1,20,5,4,2,-,6,6,12,16,7,1,20,5,5,31,16,-,15,1,6,15,5,13,15
2001,9,10,2,6,13,15,4,5,11,-,12,-,-,5,-,19,-,22,,5,10,-,4,-,5,4,-,-,6,-,4,18,-,2,2,,26,3,6,4,4,1,14,3,14,5,10,,-,1,-,9,18,25,2,3,6,2,4,-,8,12,9,4,1,15,12,-,-,5,-,35,-,-,-,-,-,2,16,4,6,10,-,12,-,5,12,8,4,7,14,10,-,5,10,13,2,2,26,-,-,3,-,8,5,21,15,8,6,19,7,7,25,18,-,16,-,4,4,6,9,16
2001,10,15,5,5,26,13,3,2,8,4,16,95,-,2,-,26,-,-,,3,10,4,3,4,8,4,-,2,10,12,7,15,8,14,6,,29,2,8,3,3,-,14,5,6,1,7,,-,2,-,12,13,18,-,4,2,-,5,2,7,13,17,5,5,19,7,13,9,4,12,20,-,-,-,2,1,3,5,4,12,11,4,11,3,-,13,9,11,7,17,3,7,1,13,13,1,2,24,3,4,4,1,3,2,23,19,5,4,16,5,6,30,21,3,8,1,3,15,9,6,7
2001,11,23,2,12,13,18,3,3,22,2,11,24,-,2,-,20,-,19,,2,13,-,4,11,3,9,-,2,11,8,8,13,2,-,9,,-,1,3,5,5,2,14,1,8,1,6,,-,-,-,14,31,18,3,2,7,2,2,-,1,7,17,6,3,22,7,12,-,1,4,25,2,-,-,5,3,1,16,5,13,6,-,14,4,-,19,6,8,-,28,8,13,-,14,13,1,1,12,6,1,3,-,11,6,8,22,6,5,15,3,10,36,18,3,14,5,7,10,6,7,10
2001,12,19,2,9,9,7,2,4,4,2,17,20,-,3,8,18,-,-,,8,12,1,3,9,2,4,-,3,14,18,2,13,10,4,2,,24,2,5,2,5,3,10,2,5,6,12,,-,1,-,-,20,20,3,1,5,2,4,-,7,13,16,6,-,14,3,19,5,6,2,18,2,-,-,1,2,4,16,8,9,11,2,7,2,4,11,5,13,8,15,9,13,2,9,7,2,1,19,2,7,1,-,4,3,16,14,8,2,14,8,12,29,18,-,8,3,4,10,4,8,9
2001,13,19,3,7,11,17,3,-,6,2,18,32,-,5,-,21,-,21,,2,9,-,3,3,2,5,-,2,13,-,8,15,6,3,7,,-,1,2,4,8,1,11,6,14,5,7,,-,1,-,-,15,21,6,2,1,-,6,1,8,8,13,10,6,17,13,14,2,2,6,21,1,1,-,1,-,4,20,3,8,12,2,18,4,-,18,9,11,10,12,6,7,-,12,7,1,6,23,1,4,1,-,6,5,14,-,6,4,12,6,2,26,8,2,15,3,6,15,7,12,7
2001,14,14,4,13,10,-,4,1,12,1,6,28,-,4,9,15,-,27,,1,11,2,3,8,1,4,-,1,10,26,9,9,7,5,5,,26,-,5,3,2,-,17,5,4,1,7,,-,-,5,5,13,9,4,2,2,1,4,-,5,13,10,8,2,17,3,-,1,2,6,22,6,-,-,-,-,-,8,4,5,11,1,8,2,-,15,4,12,7,13,11,2,4,8,12,-,3,13,3,1,2,-,14,4,18,14,8,9,15,4,5,41,17,2,18,1,6,12,8,8,15
2001,15,32,5,7,12,15,6,1,9,-,10,-,-,4,8,12,-,22,,1,8,3,5,6,4,5,-,4,11,6,3,8,2,4,3,,-,4,3,5,8,-,15,1,9,2,5,,-,1,-,6,31,16,-,-,5,7,3,-,7,17,12,-,2,23,4,10,3,3,10,18,1,-,-,1,2,1,11,4,2,12,2,10,2,-,6,3,6,4,17,7,4,1,14,-,-,3,12,7,-,2,11,3,4,19,12,7,4,20,7,6,28,13,2,17,5,8,9,7,4,13
2001,16,18,4,5,-,9,5,-,7,4,11,41,-,4,8,21,-,18,,7,5,3,3,3,12,7,-,-,8,-,-,18,-,12,6,,-,4,2,5,3,-,14,-,-,4,10,,-,-,-,2,11,12,-,4,2,4,1,-,8,12,12,4,2,8,4,5,-,-,4,20,3,-,-,-,1,4,12,7,8,12,3,13,3,-,9,4,2,10,16,10,3,2,10,6,2,1,15,3,5,1,9,11,5,11,10,11,3,18,7,4,21,9,-,19,2,13,15,7,10,22
2001,17,18,7,7,10,9,5,3,4,-,8,-,-,3,17,14,-,16,,9,9,5,3,3,3,2,-,7,12,9,6,17,-,5,3,,-,2,-,2,10,-,10,3,8,2,6,,-,3,11,4,13,15,4,3,5,3,2,-,5,5,9,4,3,8,11,8,-,1,5,19,1,-,-,-,1,1,11,7,9,10,-,10,2,-,6,4,6,13,14,13,-,1,6,10,2,4,10,4,6,3,-,5,7,18,-,4,10,18,4,3,28,14,5,9,1,11,6,8,5,14
2001,18,18,4,6,13,4,2,1,9,2,6,17,-,1,21,19,-,12,,4,12,2,2,2,4,1,-,3,10,10,7,-,4,4,4,,-,5,7,1,3,1,18,1,8,1,4,,-,2,8,-,21,16,3,-,3,1,2,1,3,11,17,3,1,15,4,-,-,3,4,21,2,-,-,-,2,1,13,6,7,11,2,9,5,-,12,4,7,4,7,12,9,4,14,11,-,-,25,4,2,1,8,5,4,17,7,8,5,9,5,3,16,17,6,8,1,3,13,3,8,8
2001,19,17,1,6,14,7,2,-,4,1,11,18,-,6,27,21,-,13,,7,9,3,2,4,3,7,-,3,13,4,3,9,-,2,6,,-,2,3,5,4,1,9,-,19,5,11,,-,-,5,11,15,20,2,3,2,3,2,-,4,9,17,6,2,17,8,8,-,4,11,13,1,-,-,1,-,3,16,7,5,10,1,13,1,-,14,7,12,1,10,5,-,2,12,-,1,-,18,3,3,3,4,4,2,15,-,9,1,13,6,5,16,13,2,18,2,3,5,6,6,3
2001,20,19,-,10,8,15,1,-,8,1,12,42,-,6,25,16,-,21,,3,10,2,6,3,5,6,-,7,13,25,12,5,3,5,4,,-,6,1,3,6,-,9,1,6,7,8,,-,3,-,-,20,16,1,3,2,1,5,1,7,17,10,1,2,10,3,5,7,3,5,20,1,1,-,-,-,4,11,3,9,3,4,14,1,-,13,4,4,3,7,6,8,2,12,8,2,2,16,3,1,2,6,2,2,12,12,3,4,14,4,5,15,13,1,13,1,2,10,5,5,3
2001,21,29,4,1,10,7,1,1,12,4,-,68,-,5,16,17,-,-,,10,6,4,2,7,2,3,-,-,-,24,4,8,4,-,8,,-,1,5,-,5,-,10,6,6,-,3,,-,2,4,-,21,9,3,3,2,-,1,-,3,12,11,6,2,16,-,7,-,5,8,-,1,-,-,-,-,-,23,3,12,7,1,5,-,-,11,3,6,9,12,6,5,1,14,16,-,1,18,3,3,2,7,12,3,12,-,7,11,11,3,-,-,17,2,13,5,4,11,3,6,9
2001,22,13,7,5,11,8,4,-,5,1,6,35,-,2,24,19,-,-,,2,10,3,2,5,1,1,-,6,8,15,7,11,6,5,2,,-,-,3,3,3,-,9,5,13,3,4,,-,-,-,6,10,9,3,4,3,-,1,1,4,11,11,3,1,14,2,3,-,1,5,24,2,-,-,-,-,2,4,5,13,3,-,5,-,-,8,3,5,4,5,10,6,1,8,-,-,-,7,2,2,1,9,-,5,9,13,7,-,13,4,-,26,9,2,8,2,4,10,10,5,6
